gene_symbol,ncbi_gene,ensembl_gene,db_gene_symbol,db_ncbi_gene,db_ensembl_gene,source_gene,gs_id,gs_name,gs_collection,gs_subcollection,gs_collection_name,gs_description,gs_source_species,gs_pmid,gs_geoid,gs_exact_source,gs_url,db_version,db_target_species,ortholog_taxon_id,ortholog_sources,num_ortholog_sources
Itgav,16410,ENSMUSG00000027087,ITGAV,3685,ENSG00000138448,ITGAV,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Itih5,209378,ENSMUSG00000025780,ITIH5,80760,ENSG00000123243,ITIH5,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
Klf6,23849,ENSMUSG00000000078,KLF6,1316,ENSG00000067082,KLF6,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Lclat1,225010,ENSMUSG00000054469,LCLAT1,253558,ENSG00000172954,LCLAT1,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Lif,16878,ENSMUSG00000034394,LIF,3976,ENSG00000128342,LIF,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Lrig1,16206,ENSMUSG00000030029,LRIG1,26018,ENSG00000144749,LRIG1,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Lrrc8c,100604,ENSMUSG00000054720,LRRC8C,84230,ENSG00000171488,LRRC8C,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Ltb,16994,ENSMUSG00000024399,LTB,4050,ENSG00000227507,LTB,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Maff,17133,ENSMUSG00000042622,MAFF,23764,ENSG00000185022,MAFF,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Map3k8,26410,ENSMUSG00000024235,MAP3K8,1326,ENSG00000107968,MAP3K8,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
Map6,17760,ENSMUSG00000055407,MAP6,4135,ENSG00000171533,MAP6,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Mapkapk2,17164,ENSMUSG00000016528,MAPKAPK2,9261,ENSG00000162889,MAPKAPK2,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Muc1,17829,ENSMUSG00000042784,MUC1,4582,ENSG00000185499,MUC1,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|NCBI|OrthoDB|OrthoMCL|Panther|PhylomeDB,7
Mxd1,17119,ENSMUSG00000001156,MXD1,4084,ENSG00000059728,MXD1,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Myc,17869,ENSMUSG00000022346,MYC,4609,ENSG00000136997,MYC,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
Myo1c,17913,ENSMUSG00000017774,MYO1C,4641,ENSG00000197879,MYO1C,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,10
Myo1e,71602,ENSMUSG00000032220,MYO1E,4643,ENSG00000157483,MYO1E,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Ncoa3,17979,ENSMUSG00000027678,NCOA3,8202,ENSG00000124151,NCOA3,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Ncs1,14299,ENSMUSG00000062661,NCS1,23413,ENSG00000107130,NCS1,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Ndrg1,17988,ENSMUSG00000005125,NDRG1,10397,ENSG00000104419,NDRG1,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Nfil3,18030,ENSMUSG00000056749,NFIL3,4783,ENSG00000165030,NFIL3,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
Nfkbiz,80859,ENSMUSG00000035356,NFKBIZ,64332,ENSG00000144802,NFKBIZ,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Nop2,110109,ENSMUSG00000038279,NOP2,4839,ENSG00000111641,NOP2,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Nrp1,18186,ENSMUSG00000025810,NRP1,8829,ENSG00000099250,NRP1,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Nt5e,23959,ENSMUSG00000032420,NT5E,4907,ENSG00000135318,NT5E,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
Odc1,18263,ENSMUSG00000011179,ODC1,4953,ENSG00000115758,ODC1,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
P2rx4,18438,ENSMUSG00000029470,P2RX4,5025,ENSG00000135124,P2RX4,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
P4ha1,18451,ENSMUSG00000019916,P4HA1,5033,ENSG00000122884,P4HA1,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
Pdcd2l,68079,ENSMUSG00000002635,PDCD2L,84306,ENSG00000126249,PDCD2L,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
Penk,18619,ENSMUSG00000045573,PENK,5179,ENSG00000181195,PENK,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Phlda1,21664,ENSMUSG00000020205,PHLDA1,22822,ENSG00000139289,PHLDA1,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Phtf2,68770,ENSMUSG00000039987,PHTF2,57157,ENSG00000006576,PHTF2,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Pim1,18712,ENSMUSG00000024014,PIM1,5292,ENSG00000137193,PIM1,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Plagl1,22634,ENSMUSG00000019817,PLAGL1,5325,ENSG00000118495,PLAGL1,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam,11
Plec,18810,ENSMUSG00000022565,PLEC,5339,ENSG00000178209,PLEC,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Plin2,11520,ENSMUSG00000028494,PLIN2,123,ENSG00000147872,PLIN2,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Plpp1,19012,ENSMUSG00000021759,PLPP1,8611,ENSG00000067113,PPAP2A,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
Plscr1,22038,ENSMUSG00000032369,PLSCR1,5359,ENSG00000188313,PLSCR1,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|Panther|Treefam,8
Pnp2,667034,ENSMUSG00000068417,PNP,4860,ENSG00000198805,PNP,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
Pou2f1,18986,ENSMUSG00000026565,POU2F1,5451,ENSG00000143190,POU2F1,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Praf2,54637,ENSMUSG00000031149,PRAF2,11230,ENSG00000243279,PRAF2,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
Prkch,18755,ENSMUSG00000021108,PRKCH,5583,ENSG00000027075,PRKCH,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,10
Prnp,19122,ENSMUSG00000079037,PRNP,5621,ENSG00000171867,PRNP,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Ptch1,19206,ENSMUSG00000021466,PTCH1,5727,ENSG00000185920,PTCH1,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Ptger2,19217,ENSMUSG00000037759,PTGER2,5732,ENSG00000125384,PTGER2,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Pth1r,19228,ENSMUSG00000032492,PTH1R,5745,ENSG00000160801,PTH1R,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Ptrh2,217057,ENSMUSG00000072582,PTRH2,51651,ENSG00000141378,PTRH2,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,10
Pus1,56361,ENSMUSG00000029507,PUS1,80324,ENSG00000177192,PUS1,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Rabgap1l,29809,ENSMUSG00000026721,RABGAP1L,9910,ENSG00000152061,RABGAP1L,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Rgs16,19734,ENSMUSG00000026475,RGS16,6004,ENSG00000143333,RGS16,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Rhob,11852,ENSMUSG00000054364,RHOB,388,ENSG00000143878,RHOB,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Rhoh,74734,ENSMUSG00000029204,RHOH,399,ENSG00000168421,RHOH,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Rnh1,107702,ENSMUSG00000038650,RNH1,6050,ENSG00000023191,RNH1,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther,10
Rora,19883,ENSMUSG00000032238,RORA,6095,ENSG00000069667,RORA,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Rragd,52187,ENSMUSG00000028278,RRAGD,58528,ENSG00000025039,RRAGD,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
S100a1,20193,ENSMUSG00000044080,S100A1,6271,ENSG00000160678,S100A1,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Scn9a,20274,ENSMUSG00000075316,SCN9A,6335,ENSG00000169432,SCN9A,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam,10
Sell,20343,ENSMUSG00000026581,SELL,6402,ENSG00000188404,SELL,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Selp,20344,ENSMUSG00000026580,SELP,6403,ENSG00000174175,SELP,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
Serpinb6a,20719,ENSMUSG00000060147,SERPINB6,5269,ENSG00000124570,SERPINB6,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,9
Serpinc1,11905,ENSMUSG00000026715,SERPINC1,462,ENSG00000117601,SERPINC1,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Sh3bgrl2,212531,ENSMUSG00000032261,SH3BGRL2,83699,ENSG00000198478,SH3BGRL2,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
She,214547,ENSMUSG00000046280,SHE,126669,ENSG00000169291,SHE,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Slc1a5,20514,ENSMUSG00000001918,SLC1A5,6510,ENSG00000105281,SLC1A5,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Slc29a2,13340,ENSMUSG00000024891,SLC29A2,3177,ENSG00000174669,SLC29A2,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Slc2a3,20527,ENSMUSG00000003153,SLC2A3,6515,ENSG00000059804,SLC2A3,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,HGNC|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,8
Slc39a8,67547,ENSMUSG00000053897,SLC39A8,64116,ENSG00000138821,SLC39A8,M5947,HALLMARK_IL2_STAT5_SIGNALING,H,"",Hallmark,Genes up-regulated by STAT5 in response to IL2 stimulation.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
